http://www.boxofficemojo.com/widestmpaareleases.htm?page=G&p=.htm,False
http://www.boxofficemojo.com/people/chart/?view=Writer&id=nelsongreaves.htm,False
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=2005-11-18&p=.htm,False
http://www.boxofficemojo.com/alphabetical.htm?letter=P&p=.htm,False
http://www.boxofficemojo.com/movies/?page=daily&id=hangover2.htm,False
http://www.boxofficemojo.com/weekends/moreweekends.htm?page=7&p=.htm,False
http://www.boxofficemojo.com/alltime/grossbydays.htm?days=9&sort=theaters&order=DESC&p=.htm,False
http://www.boxofficemojo.com/movies/?id=dayaftertomorrow.htm,False
http://www.boxofficemojo.com/http://www.boxofficemojo.com/counts/,False
http://www.boxofficemojo.com/movies/?id=thor2.htm,False
http://www.boxofficemojo.com/alltime/days/nonopening.htm?page=Tue&adjust_yr=2015&p=.htm,False
http://www.boxofficemojo.com/studio/chart/??view2=calendar&yr=2015&studio=universal.htm,False
http://www.boxofficemojo.com/movies/?page=daily&id=returnoftheking.htm,False
http://www.boxofficemojo.com/movies/?id=spacestation3dimax.htm,False
http://www.boxofficemojo.com/movies/?page=media&img=51083&id=paulblart2.htm,False
http://www.boxofficemojo.com/movies/?id=kingarthur.htm,False
http://www.boxofficemojo.com/movies/?id=whydidigetmarriedtoo.htm,False
http://www.boxofficemojo.com/yearly/?view2=domestic&view=releasedate&p=.htm,False
http://www.boxofficemojo.com/movies/?id=ageofadaline.htm,True
http://www.boxofficemojo.com/weekends/theateravg.htm?page=THTRAVG&p=.htm,False
http://www.boxofficemojo.com/movies/?page=daily&id=runallnight.htm,False
http://www.boxofficemojo.com/studio/chart/?view2=calendar&yr=2015&studio=paramount.htm,False
http://www.boxofficemojo.com/weekend/chart/?yr=1993&wknd=11&p=.htm,False
http://www.boxofficemojo.com/?view=releasedate&yr=2015&season=Spring,False
http://www.boxofficemojo.com/?view=releasedate&yr=1987&quarter=Q2,False
http://www.boxofficemojo.com/movies/?page=daily&id=harrypotter5.htm,False
http://www.boxofficemojo.com/movies/?id=johncarterofmars.htm,False
http://www.boxofficemojo.com/movies/?id=nationaltreasure2.htm,False
http://www.boxofficemojo.com/?yr=2011&p=.htm,False
http://www.boxofficemojo.com/people/chart/?view=Producer&id=joeroth.htm,False
http://www.boxofficemojo.com/biggestmonths.htm?page=12&p=.htm,False
http://www.boxofficemojo.com/movies/?id=forrestgump.htm,False
http://www.boxofficemojo.com/alltime/weekends/moreweekends.htm?page=2&sort=opengross&order=ASC&p=.htm,False
http://www.boxofficemojo.com/studio/chart/?yr=2015&view=company&studio=janusfilms.htm,False
http://www.boxofficemojo.com/movies/?id=whitegod.htm,False
http://www.boxofficemojo.com/movies/?page=media&img=51084&id=paulblart2.htm,False
http://www.boxofficemojo.com/intl/?ref=ft,True
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=2006-03-31&p=.htm,False
http://www.boxofficemojo.com/chart/?yr=1980&p=.htm,False
http://www.boxofficemojo.com/genres/chart/?id=manvsmachine.htm,False
http://www.boxofficemojo.com/weekend/chart/?yr=2015&wknd=06&p=.htm,False
http://www.boxofficemojo.com/http://www.boxofficemojo.com/people/,False
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=2012-05-25&p=.htm,False
http://www.boxofficemojo.com/weekends/moreweekends.htm?page=3&p=.htm,False
http://www.boxofficemojo.com/http://www.boxofficemojo.com/showdowns/chart/?id=twilight50s.htm,False
http://www.boxofficemojo.com/movies/?id=roadtojuarez.htm,False
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=2008-11-07&p=.htm,False
http://www.boxofficemojo.com/people/chart/?view=Actor&id=kristenwiig.htm,False
http://www.boxofficemojo.com/weekends/thanksgiving.htm?5day&p=.htm,False
http://www.boxofficemojo.com/movies/?id=townies.htm,False
http://www.boxofficemojo.com/weekend/?yr=2015&p=.htm,False
http://www.boxofficemojo.com/movies/?id=oddlifeoftimothygreen.htm,False
http://www.boxofficemojo.com/oscar/movies/?id=kramervskramer.htm,False
http://www.boxofficemojo.com/news/?view=bydate&page=1&p=.htm,False
http://www.boxofficemojo.com/movies/?id=spiderman4.htm,False
http://www.boxofficemojo.com/franchises/chart/?id=marvelcomics.htm,False
http://www.boxofficemojo.com/schedule/?view=distributor&id=focus.htm,False
http://www.boxofficemojo.com/alphabetical.htm?letter=I&p=.htm,False
http://www.boxofficemojo.com/movies/?id=expendables3.htm,False
http://www.boxofficemojo.com/days/f-th.htm?page=Wed&p=.htm,False
http://www.boxofficemojo.com/movies/?id=cars2.htm,False
http://www.boxofficemojo.com/mailto:IMDb-advertising@imdb.com,False
http://www.boxofficemojo.com/movies/?id=felixandmeira.htm,False
http://www.boxofficemojo.com/movies/?id=percyjackson.htm,False
http://www.boxofficemojo.com/people/chart/?view=Actor&id=doncheadle.htm,False
http://www.boxofficemojo.com/news/?id=4053&p=.htm,False
http://www.boxofficemojo.com/weekly/chart/?yr=2015&wk=07&p=.htm,False
http://www.boxofficemojo.com/movies/?id=liarliar.htm,False
http://www.boxofficemojo.com/movies/?page=daily&id=alvinandthechipmunksii.htm,False
http://www.boxofficemojo.com/daily/chart/?view=1day&sortdate=2015-04-12&sort=perc_yd&order=DESC&p=.htm,False
http://www.boxofficemojo.com/movies/?id=zombieland.htm,False
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=2010-06-30&p=.htm,False
http://www.boxofficemojo.com/movies/?page=daily&id=worldwarz.htm,False
http://www.boxofficemojo.com/?view=releasedate&yr=1997&month=4,False
http://www.boxofficemojo.com/movies/?id=nationaltreasure.htm,False
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=2006-05-19&p=.htm,False
http://www.boxofficemojo.com/news/?id=4028&p=.htm,False
http://www.boxofficemojo.com/schedule/?view=bydate&release=theatrical&date=1992-06-19&p=.htm,False
http://www.boxofficemojo.com/movies/?page=daily&id=avengers11.htm,False
http://www.boxofficemojo.com/alltime/weekends/mpaa.htm?page=GPG&p=.htm,False
